Level,Region,Division,School_ID ,Province,Modified_ClassOrg_BasedonEnrollment,IndexScore
ES,Region VIII,Eastern Samar,122677,EASTERN SAMAR,Monograde,0.22
ES,Region VIII,Eastern Samar,122678,EASTERN SAMAR,Monograde,0.3
ES,Region VIII,Eastern Samar,122679,EASTERN SAMAR,Monograde,0.23
ES,Region VIII,Eastern Samar,122680,EASTERN SAMAR,Multigrade,0.19
ES,Region VIII,Eastern Samar,122681,EASTERN SAMAR,Multigrade,0.2
ES,Region VIII,Eastern Samar,122682,EASTERN SAMAR,Combined Monograde and Multigrade,0.21
ES,Region VIII,Eastern Samar,122683,EASTERN SAMAR,Combined Monograde and Multigrade,0.2
ES,Region VIII,Eastern Samar,122684,EASTERN SAMAR,Combined Monograde and Multigrade,0.18
ES,Region VIII,Eastern Samar,122685,EASTERN SAMAR,Monograde,0.21
ES,Region VIII,Eastern Samar,122686,EASTERN SAMAR,Monograde,0.2
ES,Region VIII,Eastern Samar,122687,EASTERN SAMAR,Combined Monograde and Multigrade,0.19
ES,Region VIII,Eastern Samar,122688,EASTERN SAMAR,Combined Monograde and Multigrade,0.2
ES,Region VIII,Eastern Samar,122689,EASTERN SAMAR,Monograde,0.27
ES,Region VIII,Eastern Samar,122690,EASTERN SAMAR,Monograde,0.3
ES,Region VIII,Eastern Samar,122691,EASTERN SAMAR,Combined Monograde and Multigrade,0.23
ES,Region VIII,Eastern Samar,122692,EASTERN SAMAR,Monograde,0.19
ES,Region VIII,Eastern Samar,122693,EASTERN SAMAR,Combined Monograde and Multigrade,0.22
ES,Region VIII,Eastern Samar,122694,EASTERN SAMAR,Multigrade,0.25
ES,Region VIII,Eastern Samar,122695,EASTERN SAMAR,Combined Monograde and Multigrade,0.23
ES,Region VIII,Eastern Samar,122696,EASTERN SAMAR,Combined Monograde and Multigrade,0.25
ES,Region VIII,Eastern Samar,122697,EASTERN SAMAR,Multigrade,0.23
ES,Region VIII,Eastern Samar,122698,EASTERN SAMAR,Monograde,0.26
ES,Region VIII,Eastern Samar,122699,EASTERN SAMAR,Monograde,0.21
ES,Region VIII,Eastern Samar,122700,EASTERN SAMAR,Monograde,0.19
ES,Region VIII,Eastern Samar,122701,EASTERN SAMAR,Multigrade,0.23
ES,Region VIII,Eastern Samar,122702,EASTERN SAMAR,Monograde,0.23
ES,Region VIII,Eastern Samar,122703,EASTERN SAMAR,Monograde,0.22
ES,Region VIII,Eastern Samar,122704,EASTERN SAMAR,Combined Monograde and Multigrade,0.25
ES,Region VIII,Eastern Samar,122705,EASTERN SAMAR,Combined Monograde and Multigrade,0.25
ES,Region VIII,Eastern Samar,122706,EASTERN SAMAR,Monograde,0.25
ES,Region VIII,Eastern Samar,122707,EASTERN SAMAR,Combined Monograde and Multigrade,0.23
ES,Region VIII,Eastern Samar,122708,EASTERN SAMAR,Monograde,0.19
ES,Region VIII,Eastern Samar,122709,EASTERN SAMAR,Combined Monograde and Multigrade,0.27
ES,Region VIII,Eastern Samar,122710,EASTERN SAMAR,Monograde,0.24
ES,Region VIII,Eastern Samar,122711,EASTERN SAMAR,Monograde,0.27
ES,Region VIII,Eastern Samar,122712,EASTERN SAMAR,Monograde,0.21
ES,Region VIII,Eastern Samar,122713,EASTERN SAMAR,Monograde,0.19
ES,Region VIII,Eastern Samar,122714,EASTERN SAMAR,Combined Monograde and Multigrade,0.21
ES,Region VIII,Eastern Samar,122715,EASTERN SAMAR,Multigrade,0.25
ES,Region VIII,Eastern Samar,122716,EASTERN SAMAR,Multigrade,0.21
ES,Region VIII,Eastern Samar,122717,EASTERN SAMAR,Monograde,0.27
ES,Region VIII,Eastern Samar,122718,EASTERN SAMAR,Monograde,0.27
ES,Region VIII,Eastern Samar,122719,EASTERN SAMAR,Multigrade,0.28
ES,Region VIII,Eastern Samar,122720,EASTERN SAMAR,Monograde,0.27
ES,Region VIII,Eastern Samar,122721,EASTERN SAMAR,Combined Monograde and Multigrade,0.24
ES,Region VIII,Eastern Samar,122722,EASTERN SAMAR,Monograde,0.17
ES,Region VIII,Eastern Samar,122723,EASTERN SAMAR,Combined Monograde and Multigrade,0.26
ES,Region VIII,Eastern Samar,122724,EASTERN SAMAR,Monograde,0.23
ES,Region VIII,Eastern Samar,122725,EASTERN SAMAR,Combined Monograde and Multigrade,0.35
ES,Region VIII,Eastern Samar,122726,EASTERN SAMAR,Monograde,0.17
ES,Region VIII,Eastern Samar,122727,EASTERN SAMAR,Monograde,0.17
ES,Region VIII,Eastern Samar,122728,EASTERN SAMAR,Monograde,0.16
ES,Region VIII,Eastern Samar,122729,EASTERN SAMAR,Monograde,0.23
ES,Region VIII,Eastern Samar,122730,EASTERN SAMAR,Monograde,0.17
ES,Region VIII,Eastern Samar,122731,EASTERN SAMAR,Monograde,0.14
ES,Region VIII,Eastern Samar,122732,EASTERN SAMAR,Monograde,0.17
ES,Region VIII,Eastern Samar,122733,EASTERN SAMAR,Monograde,0.28
ES,Region VIII,Eastern Samar,122734,EASTERN SAMAR,Monograde,0.29
ES,Region VIII,Eastern Samar,122735,EASTERN SAMAR,Multigrade,0.39
ES,Region VIII,Eastern Samar,122736,EASTERN SAMAR,Monograde,0.25
ES,Region VIII,Eastern Samar,122737,EASTERN SAMAR,Monograde,0.29
ES,Region VIII,Eastern Samar,122738,EASTERN SAMAR,Monograde,0.29
ES,Region VIII,Eastern Samar,122739,EASTERN SAMAR,Monograde,0.25
ES,Region VIII,Eastern Samar,122740,EASTERN SAMAR,Monograde,0.29
ES,Region VIII,Eastern Samar,122741,EASTERN SAMAR,Monograde,0.21
ES,Region VIII,Eastern Samar,122742,EASTERN SAMAR,Monograde,0.21
ES,Region VIII,Eastern Samar,122743,EASTERN SAMAR,Multigrade,0.34
ES,Region VIII,Eastern Samar,122744,EASTERN SAMAR,Monograde,0.38
ES,Region VIII,Eastern Samar,122745,EASTERN SAMAR,Combined Monograde and Multigrade,0.29
ES,Region VIII,Eastern Samar,122746,EASTERN SAMAR,Monograde,0.24
ES,Region VIII,Eastern Samar,122747,EASTERN SAMAR,Monograde,0.18
ES,Region VIII,Eastern Samar,122748,EASTERN SAMAR,Multigrade,0.26
ES,Region VIII,Eastern Samar,122749,EASTERN SAMAR,Combined Monograde and Multigrade,0.29
ES,Region VIII,Eastern Samar,122750,EASTERN SAMAR,Monograde,0.14
ES,Region VIII,Eastern Samar,122751,EASTERN SAMAR,Combined Monograde and Multigrade,0.19
ES,Region VIII,Eastern Samar,122752,EASTERN SAMAR,Monograde,0.18
ES,Region VIII,Eastern Samar,122753,EASTERN SAMAR,Monograde,0.13
ES,Region VIII,Eastern Samar,122754,EASTERN SAMAR,Combined Monograde and Multigrade,0.18
ES,Region VIII,Eastern Samar,122756,EASTERN SAMAR,Monograde,0.18
ES,Region VIII,Eastern Samar,122757,EASTERN SAMAR,Monograde,0.2
ES,Region VIII,Eastern Samar,122758,EASTERN SAMAR,Monograde,0.16
ES,Region VIII,Eastern Samar,122759,EASTERN SAMAR,Monograde,0.15
ES,Region VIII,Eastern Samar,122760,EASTERN SAMAR,Combined Monograde and Multigrade,0.24
ES,Region VIII,Eastern Samar,122761,EASTERN SAMAR,Monograde,0.19
ES,Region VIII,Eastern Samar,122762,EASTERN SAMAR,Combined Monograde and Multigrade,0.26
ES,Region VIII,Eastern Samar,122763,EASTERN SAMAR,Monograde,0.22
ES,Region VIII,Eastern Samar,122764,EASTERN SAMAR,Multigrade,0.21
ES,Region VIII,Eastern Samar,122765,EASTERN SAMAR,Multigrade,0.3
ES,Region VIII,Eastern Samar,122766,EASTERN SAMAR,Combined Monograde and Multigrade,0.21
ES,Region VIII,Eastern Samar,122767,EASTERN SAMAR,Monograde,0.2
ES,Region VIII,Eastern Samar,122769,EASTERN SAMAR,Monograde,0.15
ES,Region VIII,Eastern Samar,122770,EASTERN SAMAR,Monograde,0.19
ES,Region VIII,Eastern Samar,122771,EASTERN SAMAR,Monograde,0.14
ES,Region VIII,Eastern Samar,122772,EASTERN SAMAR,Monograde,0.17
ES,Region VIII,Eastern Samar,122773,EASTERN SAMAR,Monograde,0.17
ES,Region VIII,Eastern Samar,122774,EASTERN SAMAR,Combined Monograde and Multigrade,0.23
ES,Region VIII,Eastern Samar,122775,EASTERN SAMAR,Monograde,0.16
ES,Region VIII,Northern Samar,122776,NORTHERN SAMAR,Combined Monograde and Multigrade,0.2
ES,Region VIII,Northern Samar,122777,NORTHERN SAMAR,Monograde,0.18
ES,Region VIII,Northern Samar,122778,NORTHERN SAMAR,Monograde,0.2
ES,Region VIII,Northern Samar,122779,NORTHERN SAMAR,Monograde,0.2
ES,Region VIII,Northern Samar,122780,NORTHERN SAMAR,Multigrade,0.2
ES,Region VIII,Northern Samar,122781,NORTHERN SAMAR,Monograde,0.16
ES,Region VIII,Northern Samar,122782,NORTHERN SAMAR,Monograde,0.16
ES,Region VIII,Northern Samar,122783,NORTHERN SAMAR,Monograde,0.18
ES,Region VIII,Northern Samar,122784,NORTHERN SAMAR,Monograde,0.08
ES,Region VIII,Northern Samar,122785,NORTHERN SAMAR,Monograde,0.15
ES,Region VIII,Northern Samar,122786,NORTHERN SAMAR,Monograde,0.16
ES,Region VIII,Northern Samar,122787,NORTHERN SAMAR,Monograde,0.18
ES,Region VIII,Northern Samar,122788,NORTHERN SAMAR,Monograde,0.14
ES,Region VIII,Northern Samar,122789,NORTHERN SAMAR,Multigrade,0.2
ES,Region VIII,Northern Samar,122790,NORTHERN SAMAR,Multigrade,0.2
ES,Region VIII,Northern Samar,122791,NORTHERN SAMAR,Combined Monograde and Multigrade,0.32
ES,Region VIII,Northern Samar,122792,NORTHERN SAMAR,Monograde,0.28
ES,Region VIII,Northern Samar,122793,NORTHERN SAMAR,Combined Monograde and Multigrade,0.27
ES,Region VIII,Northern Samar,122794,NORTHERN SAMAR,Monograde,0.2
ES,Region VIII,Northern Samar,122795,NORTHERN SAMAR,Monograde,0.27
ES,Region VIII,Northern Samar,122796,NORTHERN SAMAR,Monograde,0.21
ES,Region VIII,Northern Samar,122797,NORTHERN SAMAR,Monograde,0.28
ES,Region VIII,Northern Samar,122798,NORTHERN SAMAR,Monograde,0.18
ES,Region VIII,Northern Samar,122799,NORTHERN SAMAR,Monograde,0.27
ES,Region VIII,Northern Samar,122800,NORTHERN SAMAR,Monograde,0.28
ES,Region VIII,Northern Samar,122802,NORTHERN SAMAR,Monograde,0.16
ES,Region VIII,Northern Samar,122803,NORTHERN SAMAR,Monograde,0.12
ES,Region VIII,Northern Samar,122804,NORTHERN SAMAR,Monograde,0.29
ES,Region VIII,Northern Samar,122805,NORTHERN SAMAR,Monograde,0.2
ES,Region VIII,Northern Samar,122806,NORTHERN SAMAR,Monograde,0.16
ES,Region VIII,Northern Samar,122807,NORTHERN SAMAR,Combined Monograde and Multigrade,0.2
ES,Region VIII,Northern Samar,122808,NORTHERN SAMAR,Monograde,0.22
ES,Region VIII,Northern Samar,122810,NORTHERN SAMAR,Monograde,0.18
ES,Region VIII,Northern Samar,122811,NORTHERN SAMAR,Monograde,0.23
ES,Region VIII,Northern Samar,122812,NORTHERN SAMAR,Monograde,0.13
ES,Region VIII,Northern Samar,122813,NORTHERN SAMAR,Monograde,0.16
ES,Region VIII,Northern Samar,122814,NORTHERN SAMAR,Monograde,0.13
ES,Region VIII,Northern Samar,122815,NORTHERN SAMAR,Monograde,0.17
ES,Region VIII,Northern Samar,122816,NORTHERN SAMAR,Combined Monograde and Multigrade,0.19
ES,Region VIII,Northern Samar,122817,NORTHERN SAMAR,Combined Monograde and Multigrade,0.18
ES,Region VIII,Northern Samar,122818,NORTHERN SAMAR,Monograde,0.25
ES,Region VIII,Northern Samar,122819,NORTHERN SAMAR,Combined Monograde and Multigrade,0.38
ES,Region VIII,Northern Samar,122820,NORTHERN SAMAR,Monograde,0.34
ES,Region VIII,Northern Samar,122821,NORTHERN SAMAR,Combined Monograde and Multigrade,0.22
ES,Region VIII,Northern Samar,122822,NORTHERN SAMAR,Multigrade,0.46
ES,Region VIII,Northern Samar,122823,NORTHERN SAMAR,Monograde,0.41
ES,Region VIII,Northern Samar,122824,NORTHERN SAMAR,Monograde,0.3
ES,Region VIII,Northern Samar,122825,NORTHERN SAMAR,Monograde,0.31
ES,Region VIII,Northern Samar,122826,NORTHERN SAMAR,Monograde,0.26
ES,Region VIII,Northern Samar,122827,NORTHERN SAMAR,Multigrade,0.3
ES,Region VIII,Northern Samar,122828,NORTHERN SAMAR,Monograde,0.35
ES,Region VIII,Northern Samar,122829,NORTHERN SAMAR,Monograde,0.27
ES,Region VIII,Northern Samar,122830,NORTHERN SAMAR,Combined Monograde and Multigrade,0.34
ES,Region VIII,Northern Samar,122831,NORTHERN SAMAR,Monograde,0.13
ES,Region VIII,Northern Samar,122832,NORTHERN SAMAR,Monograde,0.19
ES,Region VIII,Northern Samar,122833,NORTHERN SAMAR,Monograde,0.15
ES,Region VIII,Northern Samar,122834,NORTHERN SAMAR,Combined Monograde and Multigrade,0.27
ES,Region VIII,Northern Samar,122835,NORTHERN SAMAR,Monograde,0.15
ES,Region VIII,Northern Samar,122836,NORTHERN SAMAR,Monograde,0.1
ES,Region VIII,Northern Samar,122837,NORTHERN SAMAR,Monograde,0.26
ES,Region VIII,Northern Samar,122838,NORTHERN SAMAR,Monograde,0.3
ES,Region VIII,Northern Samar,122839,NORTHERN SAMAR,Monograde,0.18
ES,Region VIII,Northern Samar,122840,NORTHERN SAMAR,Monograde,0.14
ES,Region VIII,Northern Samar,122841,NORTHERN SAMAR,Monograde,0.15
ES,Region VIII,Northern Samar,122842,NORTHERN SAMAR,Monograde,0.1
ES,Region VIII,Northern Samar,122843,NORTHERN SAMAR,Combined Monograde and Multigrade,0.16
ES,Region VIII,Northern Samar,122844,NORTHERN SAMAR,Monograde,0.09
ES,Region VIII,Northern Samar,122845,NORTHERN SAMAR,Monograde,0.09
ES,Region VIII,Northern Samar,122846,NORTHERN SAMAR,Monograde,0.17
ES,Region VIII,Northern Samar,122847,NORTHERN SAMAR,Monograde,0.15
ES,Region VIII,Northern Samar,122848,NORTHERN SAMAR,Monograde,0.26
ES,Region VIII,Northern Samar,122849,NORTHERN SAMAR,Monograde,0.19
ES,Region VIII,Northern Samar,122850,NORTHERN SAMAR,Monograde,0.14
ES,Region VIII,Northern Samar,122851,NORTHERN SAMAR,Combined Monograde and Multigrade,0.22
ES,Region VIII,Northern Samar,122852,NORTHERN SAMAR,Monograde,0.32
ES,Region VIII,Northern Samar,122853,NORTHERN SAMAR,Monograde,0.14
ES,Region VIII,Northern Samar,122854,NORTHERN SAMAR,Multigrade,0.2
ES,Region VIII,Northern Samar,122855,NORTHERN SAMAR,Monograde,0.28
ES,Region VIII,Northern Samar,122856,NORTHERN SAMAR,Monograde,0.09
ES,Region VIII,Northern Samar,122857,NORTHERN SAMAR,Monograde,0.09
ES,Region VIII,Northern Samar,122858,NORTHERN SAMAR,Monograde,0.19
ES,Region VIII,Northern Samar,122859,NORTHERN SAMAR,Monograde,0.13
ES,Region VIII,Northern Samar,122860,NORTHERN SAMAR,Combined Monograde and Multigrade,0.17
ES,Region VIII,Northern Samar,122861,NORTHERN SAMAR,Monograde,0.11
ES,Region VIII,Northern Samar,122862,NORTHERN SAMAR,Multigrade,0.24
ES,Region VIII,Northern Samar,122863,NORTHERN SAMAR,Monograde,0.13
ES,Region VIII,Northern Samar,122864,NORTHERN SAMAR,Combined Monograde and Multigrade,0.33
ES,Region VIII,Northern Samar,122866,NORTHERN SAMAR,Monograde,0.16
ES,Region VIII,Northern Samar,122867,NORTHERN SAMAR,Monograde,0.27
ES,Region VIII,Northern Samar,122868,NORTHERN SAMAR,Monograde,0.14
ES,Region VIII,Northern Samar,122869,NORTHERN SAMAR,Monograde,0.2
ES,Region VIII,Northern Samar,122870,NORTHERN SAMAR,Monograde,0.15
ES,Region VIII,Northern Samar,122871,NORTHERN SAMAR,Monograde,0.15
ES,Region VIII,Northern Samar,122872,NORTHERN SAMAR,Combined Monograde and Multigrade,0.16
ES,Region VIII,Northern Samar,122873,NORTHERN SAMAR,Monograde,0.14
ES,Region VIII,Northern Samar,122874,NORTHERN SAMAR,Multigrade,0.13
ES,Region VIII,Northern Samar,122875,NORTHERN SAMAR,Monograde,0.19
ES,Region VIII,Northern Samar,122876,NORTHERN SAMAR,Combined Monograde and Multigrade,0.27
ES,Region VIII,Northern Samar,122877,NORTHERN SAMAR,Combined Monograde and Multigrade,0.28
ES,Region VIII,Northern Samar,122878,NORTHERN SAMAR,Monograde,0.21
ES,Region VIII,Northern Samar,122879,NORTHERN SAMAR,Monograde,0.26
ES,Region VIII,Northern Samar,122880,NORTHERN SAMAR,Combined Monograde and Multigrade,0.25
ES,Region VIII,Northern Samar,122881,NORTHERN SAMAR,Monograde,0.2
ES,Region VIII,Northern Samar,122882,NORTHERN SAMAR,Combined Monograde and Multigrade,0.29
ES,Region VIII,Northern Samar,122883,NORTHERN SAMAR,Monograde,0.23
ES,Region VIII,Northern Samar,122884,NORTHERN SAMAR,Multigrade,0.22
ES,Region VIII,Northern Samar,122885,NORTHERN SAMAR,Monograde,0.23
ES,Region VIII,Northern Samar,122886,NORTHERN SAMAR,Combined Monograde and Multigrade,0.27
ES,Region VIII,Northern Samar,122887,NORTHERN SAMAR,Combined Monograde and Multigrade,0.27
ES,Region VIII,Northern Samar,122888,NORTHERN SAMAR,Combined Monograde and Multigrade,0.38
ES,Region VIII,Northern Samar,122889,NORTHERN SAMAR,Monograde,0.26
ES,Region VIII,Northern Samar,122890,NORTHERN SAMAR,Combined Monograde and Multigrade,0.27
ES,Region VIII,Northern Samar,122891,NORTHERN SAMAR,Monograde,0.17
ES,Region VIII,Northern Samar,122892,NORTHERN SAMAR,Combined Monograde and Multigrade,0.29
ES,Region VIII,Northern Samar,122893,NORTHERN SAMAR,Combined Monograde and Multigrade,0.36
ES,Region VIII,Northern Samar,122894,NORTHERN SAMAR,Monograde,0.38
ES,Region VIII,Northern Samar,122895,NORTHERN SAMAR,Monograde,0.24
ES,Region VIII,Northern Samar,122896,NORTHERN SAMAR,Combined Monograde and Multigrade,0.31
ES,Region VIII,Northern Samar,122897,NORTHERN SAMAR,Combined Monograde and Multigrade,0.21
ES,Region VIII,Northern Samar,122898,NORTHERN SAMAR,Monograde,0.26
ES,Region VIII,Northern Samar,122899,NORTHERN SAMAR,Monograde,0.25
ES,Region VIII,Northern Samar,122900,NORTHERN SAMAR,Monograde,0.35
ES,Region VIII,Northern Samar,122901,NORTHERN SAMAR,Monograde,0.35
ES,Region VIII,Northern Samar,122902,NORTHERN SAMAR,Combined Monograde and Multigrade,0.26
ES,Region VIII,Northern Samar,122903,NORTHERN SAMAR,Combined Monograde and Multigrade,0.27
ES,Region VIII,Northern Samar,122904,NORTHERN SAMAR,Monograde,0.24
ES,Region VIII,Northern Samar,122905,NORTHERN SAMAR,Combined Monograde and Multigrade,0.25
ES,Region VIII,Northern Samar,122906,NORTHERN SAMAR,Monograde,0.34
ES,Region VIII,Northern Samar,122907,NORTHERN SAMAR,Multigrade,0.25
ES,Region VIII,Northern Samar,122908,NORTHERN SAMAR,Monograde,0.41
ES,Region VIII,Northern Samar,122909,NORTHERN SAMAR,Multigrade,0.23
ES,Region VIII,Northern Samar,122910,NORTHERN SAMAR,Monograde,0.24
ES,Region VIII,Northern Samar,122911,NORTHERN SAMAR,Combined Monograde and Multigrade,0.34
ES,Region VIII,Northern Samar,122912,NORTHERN SAMAR,Monograde,0.23
ES,Region VIII,Northern Samar,122913,NORTHERN SAMAR,Monograde,0.17
ES,Region VIII,Northern Samar,122914,NORTHERN SAMAR,Monograde,0.25
ES,Region VIII,Northern Samar,122915,NORTHERN SAMAR,Monograde,0.15
ES,Region VIII,Northern Samar,122916,NORTHERN SAMAR,Monograde,0.33
ES,Region VIII,Northern Samar,122917,NORTHERN SAMAR,Monograde,0.11
ES,Region VIII,Northern Samar,122918,NORTHERN SAMAR,Monograde,0.33
ES,Region VIII,Northern Samar,122919,NORTHERN SAMAR,Combined Monograde and Multigrade,0.26
ES,Region VIII,Northern Samar,122920,NORTHERN SAMAR,Monograde,0.35
ES,Region VIII,Northern Samar,122921,NORTHERN SAMAR,Combined Monograde and Multigrade,0.24
ES,Region VIII,Northern Samar,122922,NORTHERN SAMAR,Monograde,0.27
ES,Region VIII,Northern Samar,122923,NORTHERN SAMAR,Monograde,0.27
ES,Region VIII,Northern Samar,122924,NORTHERN SAMAR,Monograde,0.31
ES,Region VIII,Northern Samar,122925,NORTHERN SAMAR,Monograde,0.11
ES,Region VIII,Northern Samar,122926,NORTHERN SAMAR,Monograde,0.25
ES,Region VIII,Northern Samar,122927,NORTHERN SAMAR,Monograde,0.11
ES,Region VIII,Northern Samar,122928,NORTHERN SAMAR,Monograde,0.28
ES,Region VIII,Northern Samar,122929,NORTHERN SAMAR,Monograde,0.29
ES,Region VIII,Northern Samar,122930,NORTHERN SAMAR,Combined Monograde and Multigrade,0.26
ES,Region VIII,Northern Samar,122931,NORTHERN SAMAR,Monograde,0.32
ES,Region VIII,Northern Samar,122932,NORTHERN SAMAR,Monograde,0.24
ES,Region VIII,Northern Samar,122933,NORTHERN SAMAR,Monograde,0.37
ES,Region VIII,Northern Samar,122934,NORTHERN SAMAR,Monograde,0.41
ES,Region VIII,Northern Samar,122935,NORTHERN SAMAR,Combined Monograde and Multigrade,0.23
ES,Region VIII,Northern Samar,122936,NORTHERN SAMAR,Combined Monograde and Multigrade,0.27
ES,Region VIII,Northern Samar,122937,NORTHERN SAMAR,Monograde,0.24
ES,Region VIII,Northern Samar,122938,NORTHERN SAMAR,Combined Monograde and Multigrade,0.19
ES,Region VIII,Northern Samar,122939,NORTHERN SAMAR,Monograde,0.23
ES,Region VIII,Northern Samar,122940,NORTHERN SAMAR,Monograde,0.38
ES,Region VIII,Northern Samar,122941,NORTHERN SAMAR,Monograde,0.23
ES,Region VIII,Northern Samar,122942,NORTHERN SAMAR,Combined Monograde and Multigrade,0.22
ES,Region VIII,Northern Samar,122943,NORTHERN SAMAR,Monograde,0.2
ES,Region VIII,Northern Samar,122944,NORTHERN SAMAR,Monograde,0.32
ES,Region VIII,Northern Samar,122945,NORTHERN SAMAR,Combined Monograde and Multigrade,0.19
ES,Region VIII,Northern Samar,122946,NORTHERN SAMAR,Monograde,0.44
ES,Region VIII,Northern Samar,122947,NORTHERN SAMAR,Monograde,0.26
ES,Region VIII,Northern Samar,122948,NORTHERN SAMAR,Monograde,0.2
ES,Region VIII,Northern Samar,122949,NORTHERN SAMAR,Monograde,0.27
ES,Region VIII,Northern Samar,122950,NORTHERN SAMAR,Monograde,0.27
ES,Region VIII,Northern Samar,122951,NORTHERN SAMAR,Monograde,0.3
ES,Region VIII,Northern Samar,122952,NORTHERN SAMAR,Combined Monograde and Multigrade,0.19
ES,Region VIII,Northern Samar,122953,NORTHERN SAMAR,Monograde,0.15
ES,Region VIII,Northern Samar,122954,NORTHERN SAMAR,Monograde,0.21
ES,Region VIII,Northern Samar,122955,NORTHERN SAMAR,Monograde,0.21
ES,Region VIII,Northern Samar,122956,NORTHERN SAMAR,Monograde,0.22
ES,Region VIII,Northern Samar,122957,NORTHERN SAMAR,Monograde,0.21
ES,Region VIII,Northern Samar,122958,NORTHERN SAMAR,Monograde,0.26
ES,Region VIII,Northern Samar,122959,NORTHERN SAMAR,Multigrade,0.22
ES,Region VIII,Northern Samar,122960,NORTHERN SAMAR,Monograde,0.25
ES,Region VIII,Northern Samar,122961,NORTHERN SAMAR,Monograde,0.21
ES,Region VIII,Northern Samar,122962,NORTHERN SAMAR,Monograde,0.22
ES,Region VIII,Northern Samar,122963,NORTHERN SAMAR,Monograde,0.25
ES,Region VIII,Northern Samar,122964,NORTHERN SAMAR,Monograde,0.32
ES,Region VIII,Northern Samar,122965,NORTHERN SAMAR,Monograde,0.22
ES,Region VIII,Northern Samar,122966,NORTHERN SAMAR,Monograde,0.16
ES,Region VIII,Northern Samar,122967,NORTHERN SAMAR,Monograde,0.28
ES,Region VIII,Northern Samar,122968,NORTHERN SAMAR,Monograde,0.19
ES,Region VIII,Northern Samar,122969,NORTHERN SAMAR,Combined Monograde and Multigrade,0.24
ES,Region VIII,Northern Samar,122970,NORTHERN SAMAR,Monograde,0.15
ES,Region VIII,Northern Samar,122971,NORTHERN SAMAR,Monograde,0.2
ES,Region VIII,Northern Samar,122972,NORTHERN SAMAR,Monograde,0.2
ES,Region VIII,Northern Samar,122973,NORTHERN SAMAR,Monograde,0.11
ES,Region VIII,Northern Samar,122974,NORTHERN SAMAR,Monograde,0.22
ES,Region VIII,Northern Samar,122975,NORTHERN SAMAR,Monograde,0.3
ES,Region VIII,Northern Samar,122976,NORTHERN SAMAR,Monograde,0.2
ES,Region VIII,Northern Samar,122977,NORTHERN SAMAR,Monograde,0.23
ES,Region VIII,Northern Samar,122978,NORTHERN SAMAR,Monograde,0.18
ES,Region VIII,Northern Samar,122979,NORTHERN SAMAR,Monograde,0.2
ES,Region VIII,Northern Samar,122980,NORTHERN SAMAR,Monograde,0.18
ES,Region VIII,Northern Samar,122981,NORTHERN SAMAR,Monograde,0.2
ES,Region VIII,Northern Samar,122982,NORTHERN SAMAR,Monograde,0.23
ES,Region VIII,Northern Samar,122983,NORTHERN SAMAR,Monograde,0.22
ES,Region VIII,Northern Samar,122984,NORTHERN SAMAR,Monograde,0.19
ES,Region VIII,Northern Samar,122985,NORTHERN SAMAR,Monograde,0.18
ES,Region VIII,Northern Samar,122986,NORTHERN SAMAR,Monograde,0.31
ES,Region VIII,Northern Samar,122987,NORTHERN SAMAR,Monograde,0.2
ES,Region VIII,Northern Samar,122988,NORTHERN SAMAR,Monograde,0.2
ES,Region VIII,Northern Samar,122989,NORTHERN SAMAR,Monograde,0.23
ES,Region VIII,Northern Samar,122990,NORTHERN SAMAR,Monograde,0.38
ES,Region VIII,Northern Samar,122991,NORTHERN SAMAR,Monograde,0.28
ES,Region VIII,Northern Samar,122992,NORTHERN SAMAR,Monograde,0.31
ES,Region VIII,Northern Samar,122993,NORTHERN SAMAR,Combined Monograde and Multigrade,0.16
ES,Region VIII,Northern Samar,122994,NORTHERN SAMAR,Monograde,0.36
ES,Region VIII,Northern Samar,122995,NORTHERN SAMAR,Monograde,0.35
ES,Region VIII,Northern Samar,122996,NORTHERN SAMAR,Monograde,0.28
ES,Region VIII,Northern Samar,122997,NORTHERN SAMAR,Monograde,0.31
ES,Region VIII,Northern Samar,122998,NORTHERN SAMAR,Monograde,0.27
ES,Region VIII,Northern Samar,122999,NORTHERN SAMAR,Monograde,0.33
ES,Region VIII,Northern Samar,123000,NORTHERN SAMAR,Monograde,0.35
ES,Region VIII,Northern Samar,123001,NORTHERN SAMAR,Combined Monograde and Multigrade,0.37
ES,Region VIII,Northern Samar,123002,NORTHERN SAMAR,Monograde,0.34
ES,Region VIII,Northern Samar,123003,NORTHERN SAMAR,Combined Monograde and Multigrade,0.23
ES,Region VIII,Northern Samar,123004,NORTHERN SAMAR,Combined Monograde and Multigrade,0.26
ES,Region VIII,Northern Samar,123005,NORTHERN SAMAR,Monograde,0.29
ES,Region VIII,Northern Samar,123006,NORTHERN SAMAR,Monograde,0.33
ES,Region VIII,Northern Samar,123007,NORTHERN SAMAR,Combined Monograde and Multigrade,0.42
ES,Region VIII,Northern Samar,123008,NORTHERN SAMAR,Combined Monograde and Multigrade,0.25
ES,Region VIII,Northern Samar,123009,NORTHERN SAMAR,Monograde,0.42
ES,Region VIII,Northern Samar,123010,NORTHERN SAMAR,Monograde,0.32
ES,Region VIII,Northern Samar,123011,NORTHERN SAMAR,Monograde,0.31
ES,Region VIII,Northern Samar,123012,NORTHERN SAMAR,Monograde,0.3
ES,Region VIII,Northern Samar,123013,NORTHERN SAMAR,Monograde,0.37
